DeskJet-400 <> HP Laserjet Pro 400 Color M451nw
DeskJet-400 <> HP Laserjet Pro 400 Color MFP M475dw
DeskJet-400 <> HP LaserJet Pro 400 MFP M425dn
DeskJet-500 <> HP DesignJet 500 A0
DeskJet-500 <> HP DesignJet 500 Plus A1
DeskJet-500 <> HP LaserJet Enterprise 500 M575dn
DeskJet-500 <> HP LaserJet Enterprise 500 MFP M525c
DeskJet-500 <> HP LaserJet Enterprise 500 MFP M525f
DeskJet-500 <> HP LaserJet Pro 500 color MFP M570dw
DeskJet-500 <> HP DesignJet 500 A1
DeskJet-500 <> HP DesignJet 500 Plus A0
DeskJet-500 <> HP LaserJet Enterprise 500 M575f
DeskJet-500 <> HP LaserJet Enterprise 500 MFP M525dn
DeskJet-500 <> HP LaserJet Enterprise 500 MFP M575c
DeskJet-500 <> HP LaserJet Pro 500 color MFP M570dn
DeskJet-500 <> HP Smart Tank 500
DeskJet-550 <> HP OfficeJet Pro K550
DeskJet-560 <> HP Latex 560
DesignJet-200 <> HP LaserJet Pro 200 color MFP M275
DesignJet-200 <> HP LaserJet Pro 200 MFP M276n
DesignJet-200 <> HP LaserJet Pro 200 MFP M276nw
DesignJet-200 <> HP LaserJet Pro 200 color M251n
DesignJet-200 <> HP LaserJet Pro 200 color M251nw
DeskJet-600 <> HP DesignJet LX600
DeskJet-600 <> HP LaserJet Enterprise 600 M601dn
DeskJet-600 <> HP LaserJet Enterprise 600 M602dn
DeskJet-600 <> HP LaserJet Enterprise 600 M602x
DeskJet-600 <> HP LaserJet Enterprise 600 M603dn
DeskJet-600 <> HP LaserJet Enterprise 600 M603xh
DeskJet-600 <> HP OfficeJet 600
DeskJet-600 <> HP Scitex LX600
DeskJet-600 <> HP LaserJet Enterprise 600 M601n
DeskJet-600 <> HP LaserJet Enterprise 600 M602n
DeskJet-600 <> HP LaserJet Enterprise 600 M603n
DeskJet-600 <> HP LaserJet Enterprise 600 M604dn
DeskJet-600 <> HP LaserJet Enterprise 600 M604n
DeskJet-600 <> HP LaserJet Enterprise 600 M605dn
DeskJet-600 <> HP LaserJet Enterprise 600 M605n
DeskJet-600 <> HP LaserJet Enterprise 600 M605x
DeskJet-600 <> HP LaserJet Enterprise 600 M606dn
DeskJet-600 <> HP LaserJet Enterprise 600 M606x
DeskJet-615 <> HP Smart Tank 615
DeskJet-630 <> HP OfficeJet 630
DesignJet-250 <> HP OfficeJet 250 Mobile
LBP-1210 <> Canon imageRUNNER 1210
FAX-4000 <> Ricoh MP4000
FAX-4000 <> Ricoh MPC4000
FAX-7000 <> Ricoh CL7000
iR-75 <> Canon MultiPASS C75
PIXMA-PRO-100 <> Canon PIXMA iP100
CLC-3900 <> Canon LBP3900
CLC-4000 <> Canon imagePROGRAF iPF TX-4000 MFP T36-AiO
CLC-4000 <> Canon imagePROGRAF PRO-4000
CLC-4000 <> Canon PIXMA iX4000
CLC-4000 <> Canon imagePROGRAF TX-4000 MFP T36
CLC-4000 <> Canon imagePROGRAF TX-4000
CLC-4000 <> Canon PIXMA iP4000
CLC-5000 <> Canon imageRUNNER 5000
CLC-5000 <> Canon PIXMA iX5000
CLC-5000 <> Canon imagePROGRAF iPF5000
CLC-5000 <> Canon LBP5000
CLC-5000 <> Canon PIXMA iP5000
CLC-5100 <> Canon i-SENSYS LBP5100
CLC-5100 <> Canon imagePROGRAF iPF5100
iR-2200 <> Canon PIXMA iP2200
iR-3300 <> Canon i-SENSYS LBP3300
iR-3300 <> Canon PIXMA iP3300
iR-85 <> Canon BJC-85
iR-8500 <> Canon PIXMA iP8500
iR-8500 <> Canon BJC-8500
iR-1600 <> Canon PIXMA iP1600
iR-2000 <> Canon BJC-2000
iR-2000 <> Canon LBP2000
iR-2000 <> Canon PIXMA iP2000
iR-2000 <> Canon imagePROGRAF PRO-2000
iR-2000 <> Canon imagePROGRAF TX-2000
SmartTank-500 <> HP DesignJet 500 A0
SmartTank-500 <> HP DesignJet 500 Plus A1
SmartTank-500 <> HP LaserJet Enterprise 500 M575dn
SmartTank-500 <> HP LaserJet Enterprise 500 MFP M525c
SmartTank-500 <> HP LaserJet Enterprise 500 MFP M525f
SmartTank-500 <> HP LaserJet Pro 500 color MFP M570dw
SmartTank-500 <> HP DesignJet 500 A1
SmartTank-500 <> HP DesignJet 500 Plus A0
SmartTank-500 <> HP LaserJet Enterprise 500 M575f
SmartTank-500 <> HP LaserJet Enterprise 500 MFP M525dn
SmartTank-500 <> HP LaserJet Enterprise 500 MFP M575c
SmartTank-500 <> HP LaserJet Pro 500 color MFP M570dn
SmartTank-510 <> HP DesignJet 510 1067
SmartTank-510 <> HP PhotoSmart A510
SmartTank-510 <> HP DesignJet 510 610
SmartTank-530 <> HP DesignJet T530 24-in
SmartTank-530 <> HP DesignJet T530 36-in
SmartTank-610 <> HP Designjet T120 610
SmartTank-610 <> HP Designjet T520 610
SmartTank-610 <> HP DesignJet T610 A0
SmartTank-610 <> HP DesignJet T610 A1
SmartTank-610 <> HP DesignJet T620 610
SmartTank-610 <> HP PhotoSmart A610
SmartTank-610 <> HP DesignJet 510 610
SmartTank-610 <> HP DesignJet 510ps 610
SmartTank-610 <> HP DesignJet T790 610 mm
SmartTank-610 <> HP DesignJet T790 PostScript 610 mm
SmartTank-610 <> HP OfficeJet 610
CLBP-2410 <> Canon PIXMA G2410
iR-1200 <> Canon PIXMA iP1200
iR-1200 <> Canon Selphy CP1200
iR-1370 <> Canon imageCLASS D1370
iR-1530 <> Canon NP1530
iR-110 <> Canon VarioPrint 110
iR-110 <> Canon PIXMA iP110
iR-110 <> Canon PIXMA MP110
iR-150 <> Canon NP150
iR-150 <> Canon PIXMA MP150
FT-2000 <> Ricoh AP2000
FT-2000 <> Ricoh IMC2000
FT-2000 <> Ricoh MP2000
FT-2000 <> Ricoh MPC2000
Aficio-C2003 <> Ricoh MPC2003
FT-3350 <> Ricoh MP3350
iR-2230 <> Canon imageRUNNER Advance C2230
iR-3025 <> Canon NP3025
iR-3025 <> Canon imageRUNNER C3025
iR-3225 <> Canon NP3225
Magicolor-4750 <> Konica-Minolta bizhub 4750
AJ-1100 <> Sharp MX-M1100
AJ-6020 <> Sharp AR-6020
DFX-5000 <> Epson PXG5000
DFX-5000 <> Epson SC-P5000
DFX-5000 <> Epson SC-T5000
DFX-5000 <> Epson Stylus CX5000
DFX-5000 <> Epson Stylus DX5000
DFX-5000 <> Epson Stylus Pro 5000
DFX-5000 <> Epson Stylus Proofer 5000
DFX-5000 <> Epson SureColor P5000
DFX-5000 <> Epson SureColor T5000
DFX-5000 <> Epson Color Proofer 5000
DFX-5000 <> Epson SureColor SC-P5000 Spectro
DFX-5000 <> Epson SureColor SC-T5000 POS
DFX-5000 <> Epson SureColor SC-P5000
DFX-5000 <> Epson SureColor SC-T5000
DFX-8000 <> Epson PXH8000
DFX-8000 <> Epson SC-P8000
DFX-8000 <> Epson SureColor P8000
DFX-8000 <> Epson SureColor SC-P8000 STD Spectro
DFX-8000 <> Epson SureColor SC-P8000 STD
DFX-8500 <> Epson Expression Photo XP-8500
DFX-8500 <> Epson AcuLaser C8500
TLQ-4800 <> Epson Stylus CX4800
TLQ-4800 <> Epson Stylus DX4800
TLQ-4800 <> Epson Stylus Pro 4800
DLQ-2000 <> Epson AcuLaser C2000
DLQ-2000 <> Epson PX2000
DLQ-2000 <> Epson SC-F2000
DLQ-2000 <> Epson Stylus Photo R2000
DLQ-2000 <> Epson SureColor F2000
DLQ-2000 <> Epson EPL-N2000
DLQ-2000 <> Epson SureColor SC-F2000
LQ-670 <> Epson Stylus Color 670
LQ-680 <> Epson Stylus Color 680
LQ-860 <> Epson Expression Photo XP-860
LQ-860 <> Epson PMG860
LQ-860 <> Epson XP860
LQ-2500 <> Epson Expression ET2500
LQ-2550 <> Epson EPL-N2550
LQ-2550 <> Epson Expression ET2550
FX-80 <> Epson Stylus C80
FX-800 <> Epson Artisan 800
FX-800 <> Epson L800
FX-800 <> Epson SC-P800
FX-800 <> Epson SureColor P800
FX-800 <> Epson XP800
FX-800 <> Epson Expression Premium XP-800
FX-800 <> Epson Stylus Photo R800
FX-800 <> Epson SureColor SC-P800
FX-850 <> Epson L850
FX-850 <> Epson XP850
FX-850 <> Epson Expression Photo XP-850
FX-870 <> Epson Stylus Photo 870
FX-880 <> Epson Stylus Color 880
FX-100 <> Epson E100
FX-100 <> Epson Expression Home XP-100
FX-100 <> Epson L100
FX-100 <> Epson PM100
FX-100 <> Epson PXK100
FX-100 <> Epson M100
FX-100 <> Epson Stylus TX100
FX-100 <> Epson WorkForce K100
FX-100 <> Epson PictureMate 100
FX-105 <> Epson WorkForce K105
FX-105 <> Epson M105
FX-1000 <> Epson AcuLaser C1000
FX-1170 <> Epson EcoTank ET-M1170
FX-1180 <> Epson EcoTank ET-M1180
LQ-200 <> Epson E200
LQ-200 <> Epson Expression Home XP-200
LQ-200 <> Epson L200
LQ-200 <> Epson M200
LQ-200 <> Epson ME200
LQ-200 <> Epson PM200
LQ-200 <> Epson Stylus NX200
LQ-200 <> Epson Stylus Photo R200
LQ-200 <> Epson Stylus SX200
LQ-200 <> Epson Stylus TX200
LQ-200 <> Epson Stylus X200
LQ-200 <> Epson WorkForce K200
LQ-300 <> Epson B-300
LQ-300 <> Epson LPS300
LQ-300 <> Epson L300
LQ-300 <> Epson PM300
LQ-300 <> Epson Stylus NX300
LQ-300 <> Epson LabelWorks LW-300
LQ-300 <> Epson Expression Home XP-300
LQ-300 <> Epson Stylus Photo R300
LQ-400 <> Epson Expression Home XP-400
LQ-400 <> Epson SC-P400
LQ-400 <> Epson Stylus NX400
LQ-400 <> Epson Stylus SX400
LQ-400 <> Epson SureColor P400
LQ-400 <> Epson LabelWorks LW-400
LQ-400 <> Epson SureColor SC-P400
LQ-400 <> Epson Stylus TX400
LQ-500 <> Epson E500
LQ-500 <> Epson PM500
LQ-500 <> Epson Stylus Photo RX500
LQ-500 <> Epson WorkForce WF-500
LQ-500 <> Epson PictureMate 500
LQ-550 <> Epson L550
LQ-580 <> Epson Stylus Color 580
LQ-800 <> Epson Artisan 800
LQ-800 <> Epson L800
LQ-800 <> Epson SC-P800
LQ-800 <> Epson SureColor P800
LQ-800 <> Epson XP800
LQ-800 <> Epson Expression Premium XP-800
LQ-800 <> Epson Stylus Photo R800
LQ-800 <> Epson SureColor SC-P800
LQ-850 <> Epson L850
LQ-850 <> Epson XP850
LQ-850 <> Epson Expression Photo XP-850
LQ-870 <> Epson Stylus Photo 870
LQ-1000 <> Epson AcuLaser C1000
LQ-1170 <> Epson EcoTank ET-M1170
LQ-100 <> Epson E100
LQ-100 <> Epson Expression Home XP-100
LQ-100 <> Epson L100
LQ-100 <> Epson PM100
LQ-100 <> Epson PXK100
LQ-100 <> Epson M100
LQ-100 <> Epson Stylus TX100
LQ-100 <> Epson WorkForce K100
LQ-100 <> Epson PictureMate 100
LX-100 <> Epson E100
LX-100 <> Epson Expression Home XP-100
LX-100 <> Epson L100
LX-100 <> Epson PM100
LX-100 <> Epson PXK100
LX-100 <> Epson M100
LX-100 <> Epson Stylus TX100
LX-100 <> Epson WorkForce K100
LX-100 <> Epson PictureMate 100
LQ-1500 <> Epson LP1500
LQ-1500 <> Epson Stylus 1500
GX-80 <> Epson Stylus C80
EX-1000 <> Epson AcuLaser C1000
LQ-150 <> Epson E150
DLQ-3000 <> Epson EPL-N3000
DLQ-3000 <> Epson SC-T3000
DLQ-3000 <> Epson SureColor SC-T3000
DLQ-3000 <> Epson SureColor SC-T3000 POS
DLQ-3000 <> Epson AcuLaser C3000
DLQ-3000 <> Epson Stylus Color 3000
DLQ-3000 <> Epson Stylus Photo R3000
DLQ-3500 <> Epson Stylus CX3500
FX-2170 <> Epson M2170
FX-2180 <> Epson SC-F2180
FX-2180 <> Epson SureColor F2180
FX-980 <> Epson Stylus Color 980
P-80 <> Epson Stylus C80
LQ-635 <> Epson Stylus NX635
LQ-635 <> Epson WorkForce WF-635
LQ-635 <> Epson XP635
LQ-635 <> Epson WorkForce 635
LQ-730 <> Epson Artisan 730
PLQ-22 <> Epson Stylus S22
LX-1170 <> Epson EcoTank ET-M1170
PP-50 <> Epson Stylus Photo P50
PP-50 <> Epson Artisan 50
PP-50 <> Epson LQ-50
PP-50 <> Epson Stylus Photo T50
PP-100 <> Epson E100
PP-100 <> Epson Expression Home XP-100
PP-100 <> Epson L100
PP-100 <> Epson PM100
PP-100 <> Epson PXK100
PP-100 <> Epson M100
PP-100 <> Epson Stylus TX100
PP-100 <> Epson WorkForce K100
PP-100 <> Epson PictureMate 100
GQ-3500 <> Epson Stylus CX3500
GQ-5000 <> Epson PXG5000
GQ-5000 <> Epson SC-P5000
GQ-5000 <> Epson SC-T5000
GQ-5000 <> Epson Stylus CX5000
GQ-5000 <> Epson Stylus DX5000
GQ-5000 <> Epson Stylus Pro 5000
GQ-5000 <> Epson Stylus Proofer 5000
GQ-5000 <> Epson SureColor P5000
GQ-5000 <> Epson SureColor T5000
GQ-5000 <> Epson Color Proofer 5000
GQ-5000 <> Epson SureColor SC-P5000 Spectro
GQ-5000 <> Epson SureColor SC-T5000 POS
GQ-5000 <> Epson SureColor SC-P5000
GQ-5000 <> Epson SureColor SC-T5000
EPL-4100 <> Epson AcuLaser C4100
EPL-4100 <> Epson Stylus CX4100
EPL-4300 <> Epson Stylus CX4300
EPL-7100 <> Epson SureColor SC-F7100
EPL-7500 <> Epson LPS7500
EPL-7500 <> Epson PX7500
EPL-7500 <> Epson Stylus Pro 7500
EPL-8000 <> Epson PXH8000
EPL-8000 <> Epson SC-P8000
EPL-8000 <> Epson SureColor P8000
EPL-8000 <> Epson SureColor SC-P8000 STD Spectro
EPL-8000 <> Epson SureColor SC-P8000 STD
EPL-8100 <> Epson LPS8100
ActionLaser-100 <> Epson E100
ActionLaser-100 <> Epson Expression Home XP-100
ActionLaser-100 <> Epson L100
ActionLaser-100 <> Epson PM100
ActionLaser-100 <> Epson PXK100
ActionLaser-100 <> Epson M100
ActionLaser-100 <> Epson Stylus TX100
ActionLaser-100 <> Epson WorkForce K100
ActionLaser-100 <> Epson PictureMate 100
ActionLaser-1000 <> Epson AcuLaser C1000
ActionLaser-1500 <> Epson LP1500
ActionLaser-1500 <> Epson Stylus 1500
ActionLaser-1200 <> Epson Stylus Photo 1200
ActionLaser-1600 <> Epson EPL-N1600
ActionLaser-1700 <> Epson AcuLaser C1700
ActionLaser-1900 <> Epson AcuLaser C1900
ActionLaser-1900 <> Epson Stylus Photo R1900
EPL-9000 <> Epson AcuLaser C9000
EPL-9000 <> Epson MC9000
EPL-9000 <> Epson PX9000
EPL-9000 <> Epson SC-P9000
EPL-9000 <> Epson SureColor P9000
EPL-9000 <> Epson DFX-9000
EPL-9000 <> Epson SureColor SC-P9000 Violet Spectro
EPL-9000 <> Epson Stylus Pro 9000
EPL-9000 <> Epson SureColor SC-P9000 STD
EPL-9000 <> Epson SureColor SC-P9000 STD Spectro
EPL-9100 <> Epson AcuLaser C9100
L-1110 <> Epson Stylus Office T1110
L-1110 <> Epson Stylus T1110
L-3100 <> Epson Stylus CX3100
L-3100 <> Epson SureColor SC-T3100
Stylus Color-685 <> Epson Stylus Photo RX685
M-1100 <> Epson B1100
M-1100 <> Epson ME Office 1100
M-1100 <> Epson Stylus T1100
M-1100 <> Epson WorkForce 1100
M-1100 <> Epson WorkForce WF-1100
M-1100 <> Epson AcuLaser C1100
M-1100 <> Epson Stylus Office B1100
M-1100 <> Epson Stylus Office T1100
M-2140 <> Epson SC-F2140
M-2140 <> Epson SureColor F2140
Stylus Color-400 <> Epson Stylus NX400
Stylus Color-400 <> Epson Stylus SX400
Stylus Color-400 <> Epson SureColor P400
Stylus Color-400 <> Epson SureColor SC-P400
Stylus Color-400 <> Epson Stylus TX400
Stylus Color-500 <> Epson Stylus Photo RX500
Stylus Color-600 <> Epson Stylus Photo RX600
Stylus Color-600 <> Epson SureColor P600
Stylus Color-600 <> Epson SureColor SC-P600
Stylus Color-640 <> Epson Stylus Photo RX640
Stylus Color-660 <> Epson Stylus Photo PX660
Stylus Color-800 <> Epson SureColor P800
Stylus Color-800 <> Epson Stylus Photo R800
Stylus Color-800 <> Epson SureColor SC-P800
K-101 <> Epson L101
K-101 <> Epson M101
K-101 <> Epson PX101
K-201 <> Epson L201
K-201 <> Epson M201
K-201 <> Epson PX201
K-301 <> Epson L301
L-800 <> Epson Artisan 800
L-800 <> Epson SC-P800
L-800 <> Epson SureColor P800
L-800 <> Epson XP800
L-800 <> Epson Expression Premium XP-800
L-800 <> Epson Stylus Photo R800
L-800 <> Epson SureColor SC-P800
L-810 <> Epson Stylus Photo 810
L-810 <> Epson XP810
L-810 <> Epson Artisan 810
L-850 <> Epson XP850
L-850 <> Epson Expression Photo XP-850
L-1800 <> Epson Stylus Photo R1800
TM-290 <> Epson PM290
TM-290 <> Epson Stylus Photo R290
TM-290 <> Epson PictureMate PM290
TM-295 <> Epson Stylus Photo R295
M-420 <> Epson Stylus NX420
M-420 <> Epson Expression Home XP-420
M-820 <> Epson Expression Premium XP-820
M-820 <> Epson LPS820
M-820 <> Epson XP820
TM-210 <> Epson LPS210
TM-210 <> Epson PM210
TM-210 <> Epson Stylus TX210
TM-210 <> Epson L210
TM-210 <> Epson Stylus SX210
TM-210 <> Epson Stylus X210
TM-220 <> Epson Stylus NX220
TM-220 <> Epson Stylus TX220
TM-220 <> Epson L220
TM-220 <> Epson Stylus Photo R220
TM-230 <> Epson Stylus NX230
TM-230 <> Epson Stylus SX230
TM-H6000 <> Epson PXH6000
DeskJet-5160 <> HP PhotoSmart D5160
LaserJet / LJ-1000 <> HP LaserJet P1000 Series
DeskJet-1010 <> HP LaserJet 1010
DeskJet-1510 <> HP Color LaserJet CP1510 Series
DeskJet-3052 <> HP LaserJet 3052
CLP-560 <> Samsung SF-560
DocuCentre-450 <> Xerox Phaser 450
DeskJet-1015 <> HP LaserJet 1015
DeskJet-1015 <> HP Color LaserJet CM1015
DeskJet-2020 <> HP Color LaserJet CP2020 Series
QL-580 <> Brother MFC-580
QL-700 <> Brother PT-P700
QL-1050 <> Brother HL-1050
QL-1060 <> Brother HL-1060
F-1000 <> Kyocera FS-1000
F-1010 <> Kyocera FS-1010
F-1200 <> Kyocera FS-1200
F-2200 <> Kyocera TASKalfa 2200
F-820 <> Kyocera FS-820
F-820 <> Kyocera TASKalfa 820
F-1800 <> Kyocera FS-1800
F-1800 <> Kyocera TASKalfa 1800
FAX-2000 <> Brother MFC-P2000
FAX-2500 <> Brother HL-P2500
FAX-5000 <> Brother HS-5000
FAX-4550 <> Brother MFC-4550
HL-P2000 <> Brother MFC-P2000
DeskJet-1110 <> HP PhotoSmart 1110
DeskJet-1110 <> HP PSC 1110
FO-55 <> Sharp Z55
FO-5220 <> Sharp AR-5220
PT-580 <> Brother MFC-580
PT-1400 <> Brother DCP-1400
PT-1600 <> Brother DCP-1600
PT-1650 <> Brother HL-1650
PT-2310 <> Brother MFC-J2310
PT-2500 <> Brother HL-P2500
PT-9500 <> Brother MFC-9500
PT-9600 <> Brother MFC-9600
PT-9700 <> Brother MFC-9700
PT-9800 <> Brother MFC-9800
SF-4200 <> Samsung SCX-4200
SF-3200 <> Samsung SCX-3200
SF-4100 <> Samsung SCX-4100
SF-4220 <> Samsung SCX-4220
SF-360 <> Samsung CLP-360
KX-P1540 <> Panasonic FP1540
WorkCentre Pro / WCP-16 <> Xerox WorkCentre PE16e
OkiFax-4500 <> OKI B4500
BN-200 <> Canon FC200
BN-200 <> Canon iPF TM200
BN-200 <> Canon S200
BN-200 <> Canon SmartBase MPC200
BN-200 <> Canon CP-200
BN-200 <> Canon imagePROGRAF TM-200 MFP L24ei
BN-200 <> Canon imagePROGRAF TM-200
BN-120 <> Canon VarioPrint 120
BN-120 <> Canon FAX-L120
BN-100 <> Canon FAX-L100
BN-100 <> Canon Faxphone L100
BN-100 <> Canon PIXMA iP100
BN-100 <> Canon S100
BN-100 <> Canon CP-100
BJC-240 <> Canon PIXMA MP240
BJ-100 <> Canon FAX-L100
DocuCentre-220 <> Xerox WorkCentre PE220
OkiJet-910 <> OKI proColor C910
BJC-610 <> Canon imagePROGRAF iPF610 plus
BJC-610 <> Canon iPF610
BJC-5100 <> Canon i-SENSYS LBP5100
BJC-5100 <> Canon imagePROGRAF iPF5100
BJC-4000 <> Canon imagePROGRAF PRO-4000
BJC-4100 <> Canon MF4100
NP-6850 <> Canon PIXMA MG6850
NP-6850 <> Canon PIXMA iX6850
NP-3000 <> Canon LBP3000
NP-6050 <> Canon PIXMA TS6050
C-160 <> Canon PIXMA MP160
C-160 <> Canon i-SENSYS FAX-L160
GP-40 <> Canon imagePROGRAF iPF750 MFP M40 Solution
CLC-1000 <> Canon imagePROGRAF PRO-1000
CLC-3100 <> Canon i-SENSYS LBP3100
CLC-800 <> Canon LBP800
NP-2000 <> Canon LBP2000
NP-2000 <> Canon imagePROGRAF PRO-2000
NP-2025 <> Canon imageRUNNER 2025
NP-4000 <> Canon imagePROGRAF PRO-4000
NP-4040 <> Canon CLC4040
C-100 <> Canon FAX-L100
GP-605 <> Canon imagePROGRAF iPF605
NP-720 <> Canon imagePROGRAF iPF720
NP-720 <> Canon Selphy CP720
PC-10 <> Canon PIXMA PRO10
PC-10 <> Canon CP-10
PC-20 <> Canon imagePROGRAF TA20
PC-20 <> Canon Selphy ES20
PC-20 <> Canon MultiPASS C20
PC-24 <> Canon imagePROGRAF iPF670 MFP L24
PC-24 <> Canon imagePROGRAF LP24
PC-30 <> Canon imagePROGRAF TA30
PC-30 <> Canon Selphy ES30
PC-70 <> Canon i70
PC-80 <> Canon BJC-80
PC-80 <> Canon i80
PC-80 <> Canon MultiPASS C80
PC-850 <> Canon i850
PC-850 <> Canon PIXMA MX850
PC-850 <> Canon imagePROGRAF iPF850
PC-850 <> Canon imagePROGRAF iPF850 MFP M40 Solution
